image_id,local_path,style,style_id,artist,artist_id,genre,genre_id
37,Analytical_Cubism/pablo-picasso_nude-figure.jpg,Analytical_Cubism,2,pablo-picasso,15,nude_painting,5
38,Analytical_Cubism/pablo-picasso_poet-1911.jpg,Analytical_Cubism,2,pablo-picasso,15,genre_painting,2
39,Analytical_Cubism/pablo-picasso_portrait-of-ambroise-vollard-1910.jpg,Analytical_Cubism,2,pablo-picasso,15,portrait,6
40,Analytical_Cubism/pablo-picasso_portrait-of-daniel-henry-kahnweiler-1910.jpg,Analytical_Cubism,2,pablo-picasso,15,portrait,6
41,Analytical_Cubism/pablo-picasso_seated-female-nude-1910.jpg,Analytical_Cubism,2,pablo-picasso,15,nude_painting,5
42,Analytical_Cubism/pablo-picasso_souvenir-from-havre-1912.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
43,Analytical_Cubism/pablo-picasso_spanish-still-life-1912.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
44,Analytical_Cubism/pablo-picasso_still-life-on-the-piano-cort-1911.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
45,Analytical_Cubism/pablo-picasso_still-life-with-bottle-of-anis-del-mono-1909.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
46,Analytical_Cubism/pablo-picasso_still-life-with-bottle-of-rum-1911.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
47,Analytical_Cubism/pablo-picasso_still-life-with-the-caned-chair-1912.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
48,Analytical_Cubism/pablo-picasso_study-to-girls-from-avignon-1906.jpg,Analytical_Cubism,2,pablo-picasso,15,nude_painting,5
49,Analytical_Cubism/pablo-picasso_table-in-a-cafe-bottle-of-pernod-1912.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
50,Analytical_Cubism/pablo-picasso_the-aficionado-the-torero-1912.jpg,Analytical_Cubism,2,pablo-picasso,15,portrait,6
51,Analytical_Cubism/pablo-picasso_the-chess-1911.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
52,Analytical_Cubism/pablo-picasso_the-mandolinist-1911.jpg,Analytical_Cubism,2,pablo-picasso,15,genre_painting,2
53,Analytical_Cubism/pablo-picasso_the-piano-accordionist-1911.jpg,Analytical_Cubism,2,pablo-picasso,15,genre_painting,2
54,Analytical_Cubism/pablo-picasso_the-pigeon-pea-1912.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
55,Analytical_Cubism/pablo-picasso_the-shell-saint-jacques-our-future-is-in-the-air-1912.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
56,Analytical_Cubism/pablo-picasso_violin-glass-pipe-and-inkwell-1912.jpg,Analytical_Cubism,2,pablo-picasso,15,still_life,9
57,Analytical_Cubism/pablo-picasso_william-uhde-1910.jpg,Analytical_Cubism,2,pablo-picasso,15,portrait,6
58,Analytical_Cubism/pablo-picasso_woman-and-pears-fernande-1909.jpg,Analytical_Cubism,2,pablo-picasso,15,portrait,6
59,Analytical_Cubism/pablo-picasso_woman-sitting-in-an-armchair.jpg,Analytical_Cubism,2,pablo-picasso,15,portrait,6
60,Analytical_Cubism/pablo-picasso_woman-with-a-mandolin-1909.jpg,Analytical_Cubism,2,pablo-picasso,15,genre_painting,2
61,Analytical_Cubism/pablo-picasso_woman-with-guitar-and-piano-1911.jpg,Analytical_Cubism,2,pablo-picasso,15,genre_painting,2
62,Analytical_Cubism/pablo-picasso_woman-with-guitar.jpg,Analytical_Cubism,2,pablo-picasso,15,genre_painting,2
63,Analytical_Cubism/pablo-picasso_woman-with-mandolin-1909.jpg,Analytical_Cubism,2,pablo-picasso,15,genre_painting,2
64,Art_Nouveau_Modern/boris-kustodiev_a-merchant-in-a-fur-coat-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
65,Art_Nouveau_Modern/boris-kustodiev_a-young-merchant-s-wife-in-the-a-checkered-scarf-1919.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
66,Art_Nouveau_Modern/boris-kustodiev_abbess-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
67,Art_Nouveau_Modern/boris-kustodiev_after-the-storm-1921.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,landscape,4
68,Art_Nouveau_Modern/boris-kustodiev_alexei-tolstoy-eccentrics-1925.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,illustration,3
69,Art_Nouveau_Modern/boris-kustodiev_apple-orchard-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
70,Art_Nouveau_Modern/boris-kustodiev_at-the-fair-1906.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
71,Art_Nouveau_Modern/boris-kustodiev_at-the-fair-1910.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
72,Art_Nouveau_Modern/boris-kustodiev_at-the-old-suzdal.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
73,Art_Nouveau_Modern/boris-kustodiev_autumn-1915.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
74,Art_Nouveau_Modern/boris-kustodiev_autumn-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
75,Art_Nouveau_Modern/boris-kustodiev_autumn-1924.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
76,Art_Nouveau_Modern/boris-kustodiev_autumn-festivities-1922.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
77,Art_Nouveau_Modern/boris-kustodiev_autumn-in-the-province-teatime-1926.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
78,Art_Nouveau_Modern/boris-kustodiev_baker-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
79,Art_Nouveau_Modern/boris-kustodiev_baker-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
80,Art_Nouveau_Modern/boris-kustodiev_bather-1922.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,nude_painting,5
81,Art_Nouveau_Modern/boris-kustodiev_bather-seated-on-the-shore-1926.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,nude_painting,5
82,Art_Nouveau_Modern/boris-kustodiev_bathing-1921-1.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
83,Art_Nouveau_Modern/boris-kustodiev_bathing-1921.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,nude_painting,5
84,Art_Nouveau_Modern/boris-kustodiev_beauty-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,nude_painting,5
85,Art_Nouveau_Modern/boris-kustodiev_bishop-1921.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
86,Art_Nouveau_Modern/boris-kustodiev_blanket-1915.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,still_life,9
87,Art_Nouveau_Modern/boris-kustodiev_blue-house-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
88,Art_Nouveau_Modern/boris-kustodiev_build-a-monastery-1906.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
89,Art_Nouveau_Modern/boris-kustodiev_carpet-seller-tatar-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
90,Art_Nouveau_Modern/boris-kustodiev_catching-of-homeless-dogs.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
91,Art_Nouveau_Modern/boris-kustodiev_children-of-the-artist-1913.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
92,Art_Nouveau_Modern/boris-kustodiev_christmas-tree-bargain-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
93,Art_Nouveau_Modern/boris-kustodiev_coachman-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
94,Art_Nouveau_Modern/boris-kustodiev_coachman-at-traktir-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
95,Art_Nouveau_Modern/boris-kustodiev_country-journey-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
96,Art_Nouveau_Modern/boris-kustodiev_easter-greeting-1916.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
97,Art_Nouveau_Modern/boris-kustodiev_embankment-of-venice-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
98,Art_Nouveau_Modern/boris-kustodiev_fair-1908.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
99,Art_Nouveau_Modern/boris-kustodiev_february-27-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
100,Art_Nouveau_Modern/boris-kustodiev_festive-gathering-1910.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
101,Art_Nouveau_Modern/boris-kustodiev_festivities.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
102,Art_Nouveau_Modern/boris-kustodiev_fireplace-night-1916.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
103,Art_Nouveau_Modern/boris-kustodiev_fireplace-night-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
104,Art_Nouveau_Modern/boris-kustodiev_fontanka-1916.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
105,Art_Nouveau_Modern/boris-kustodiev_frosty-morning-1913.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
106,Art_Nouveau_Modern/boris-kustodiev_girl-with-flowers-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
107,Art_Nouveau_Modern/boris-kustodiev_gostiny-dvor-1921.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
108,Art_Nouveau_Modern/boris-kustodiev_gostiny-dvor-in-a-merchant-shout-1916.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
109,Art_Nouveau_Modern/boris-kustodiev_guys-from-tula-1924.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
110,Art_Nouveau_Modern/boris-kustodiev_hard-rime-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,landscape,4
111,Art_Nouveau_Modern/boris-kustodiev_haymaking-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
112,Art_Nouveau_Modern/boris-kustodiev_haymaking.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
113,Art_Nouveau_Modern/boris-kustodiev_holiday-in-the-countryside-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
114,Art_Nouveau_Modern/boris-kustodiev_horses-in-the-storm-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,landscape,4
115,Art_Nouveau_Modern/boris-kustodiev_i-picked-strawberries-1927.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,illustration,3
116,Art_Nouveau_Modern/boris-kustodiev_illustration-for-nikolay-nekrasov-poem-uncle-jacob-1921.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,illustration,3
117,Art_Nouveau_Modern/boris-kustodiev_in-the-birch-forest.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
118,Art_Nouveau_Modern/boris-kustodiev_in-the-box-1912.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
119,Art_Nouveau_Modern/boris-kustodiev_in-the-living-room-in-moscow-in-1840-s-1912.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
120,Art_Nouveau_Modern/boris-kustodiev_in-the-market-day-1922.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
121,Art_Nouveau_Modern/boris-kustodiev_in-the-monastery-1907.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
122,Art_Nouveau_Modern/boris-kustodiev_introduction-picture-from-the-magazine-vampire-1905.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,illustration,3
123,Art_Nouveau_Modern/boris-kustodiev_king-wearing-a-crown-and-purple-1925.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,illustration,3
124,Art_Nouveau_Modern/boris-kustodiev_masha-the-daughter-of-merchant-1924.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
125,Art_Nouveau_Modern/boris-kustodiev_meeting-easter-day-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
126,Art_Nouveau_Modern/boris-kustodiev_meeting-on-the-corner-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
127,Art_Nouveau_Modern/boris-kustodiev_mercahnt-s-wife-1919.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
128,Art_Nouveau_Modern/boris-kustodiev_mercahnt-s-wife-drinking-tea-1923.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
129,Art_Nouveau_Modern/boris-kustodiev_mercahnt-s-wife-with-purchases-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
130,Art_Nouveau_Modern/boris-kustodiev_merchant-1920-1.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
131,Art_Nouveau_Modern/boris-kustodiev_merchant-1923.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
132,Art_Nouveau_Modern/boris-kustodiev_merchant-s-wife-on-the-balcony-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
133,Art_Nouveau_Modern/boris-kustodiev_merchant-s-wife-on-the-promenade-1920-1.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
134,Art_Nouveau_Modern/boris-kustodiev_merchant-s-wife-on-the-promenade-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
135,Art_Nouveau_Modern/boris-kustodiev_merchant-s-woman-with-a-mirror-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
136,Art_Nouveau_Modern/boris-kustodiev_merchant-s-yard-1921.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
137,Art_Nouveau_Modern/boris-kustodiev_merchant-wedding-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
138,Art_Nouveau_Modern/boris-kustodiev_merchant-with-his-wife-1914.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
139,Art_Nouveau_Modern/boris-kustodiev_merchant-wives-1912.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
140,Art_Nouveau_Modern/boris-kustodiev_merry-go-round-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
141,Art_Nouveau_Modern/boris-kustodiev_moscow-introduction-picture-from-the-magazine-vampire-1906.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,illustration,3
142,Art_Nouveau_Modern/boris-kustodiev_moscow-tavern-1916.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
143,Art_Nouveau_Modern/boris-kustodiev_night-celebration-on-the-neva-1923.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
144,Art_Nouveau_Modern/boris-kustodiev_on-the-volga-1910.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
145,Art_Nouveau_Modern/boris-kustodiev_painter-of-signboards-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
146,Art_Nouveau_Modern/boris-kustodiev_palm-market-with-spassky-gate-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
147,Art_Nouveau_Modern/boris-kustodiev_palm-sunday-near-the-spassky-gate-on-the-red-square-in-moscow-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
148,Art_Nouveau_Modern/boris-kustodiev_pancake-tuesday-in-a-village-maslenitsa-1916.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
149,Art_Nouveau_Modern/boris-kustodiev_paris-boulevard-at-night-1913.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
150,Art_Nouveau_Modern/boris-kustodiev_peter-the-great-1911.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
151,Art_Nouveau_Modern/boris-kustodiev_picnic-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
152,Art_Nouveau_Modern/boris-kustodiev_poetry-1902.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
153,Art_Nouveau_Modern/boris-kustodiev_portrait-of-f-f-notgaft-collector-1918.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
154,Art_Nouveau_Modern/boris-kustodiev_portrait-of-fyodor-chaliapin-1921.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
155,Art_Nouveau_Modern/boris-kustodiev_portrait-of-maximilian-voloshin-1924.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
156,Art_Nouveau_Modern/boris-kustodiev_portrait-of-natalia-orshanskaya-1925.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
157,Art_Nouveau_Modern/boris-kustodiev_portrait-of-o-i-szymanowskaya-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
158,Art_Nouveau_Modern/boris-kustodiev_portrait-of-peter-kapitza-1926.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
159,Art_Nouveau_Modern/boris-kustodiev_portrait-of-rene-ivanovna-notgaft-1914.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
160,Art_Nouveau_Modern/boris-kustodiev_portrait-of-the-artist-s-wife-1909.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
161,Art_Nouveau_Modern/boris-kustodiev_promenade-along-the-volga-1909.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
162,Art_Nouveau_Modern/boris-kustodiev_province-1919.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
163,Art_Nouveau_Modern/boris-kustodiev_province-kostroma-1906.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
164,Art_Nouveau_Modern/boris-kustodiev_province.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
165,Art_Nouveau_Modern/boris-kustodiev_red-tower-of-troitse-sergeevsky-lavra-1912.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
166,Art_Nouveau_Modern/boris-kustodiev_restaurant-owner-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
167,Art_Nouveau_Modern/boris-kustodiev_russian-girl-near-the-window-1923.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
168,Art_Nouveau_Modern/boris-kustodiev_russian-venus-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,nude_painting,5
169,Art_Nouveau_Modern/boris-kustodiev_russian-venus-1926-1.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,nude_painting,5
170,Art_Nouveau_Modern/boris-kustodiev_russian-venus-1926.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,nude_painting,5
171,Art_Nouveau_Modern/boris-kustodiev_sailor-and-his-girl-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
172,Art_Nouveau_Modern/boris-kustodiev_sailor-and-his-girl-1921.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
173,Art_Nouveau_Modern/boris-kustodiev_sailor-and-his-girl-1926.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
174,Art_Nouveau_Modern/boris-kustodiev_shostakovich-museum-of-art.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
175,Art_Nouveau_Modern/boris-kustodiev_show-booths-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
176,Art_Nouveau_Modern/boris-kustodiev_shrove-tide-1919-1.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
177,Art_Nouveau_Modern/boris-kustodiev_shrove-tide-1919.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
178,Art_Nouveau_Modern/boris-kustodiev_shrovetide-1916-1.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
179,Art_Nouveau_Modern/boris-kustodiev_shrovetide-1916.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
180,Art_Nouveau_Modern/boris-kustodiev_shrovetide-1920-1.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
181,Art_Nouveau_Modern/boris-kustodiev_shrovetide-1920.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
182,Art_Nouveau_Modern/boris-kustodiev_sketch-of-decorations-for-puppet-show-the-rooster-gold-scallop-1927.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,sketch_and_study,8
183,Art_Nouveau_Modern/boris-kustodiev_skiers-1919.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
184,Art_Nouveau_Modern/boris-kustodiev_square-at-the-exit-of-the-city-1911.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
185,Art_Nouveau_Modern/boris-kustodiev_square-in-krutogorsk-1915.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,cityscape,1
186,Art_Nouveau_Modern/boris-kustodiev_steward-1919.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,portrait,6
187,Art_Nouveau_Modern/boris-kustodiev_still-life-with-pheasant-1914.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,still_life,9
188,Art_Nouveau_Modern/boris-kustodiev_street-of-a-provincial-town-1917.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
189,Art_Nouveau_Modern/boris-kustodiev_summer-holiday-1922.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
190,Art_Nouveau_Modern/boris-kustodiev_summer-province-1922.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
191,Art_Nouveau_Modern/boris-kustodiev_sweets-still-life.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,still_life,9
192,Art_Nouveau_Modern/boris-kustodiev_the-consecration-of-water-on-the-theophany-1915.jpg,Art_Nouveau_Modern,3,boris-kustodiev,1,genre_painting,2
